station_id,station_name,station_code,nfc_code,country,lat,lon,analysis_period,data_period,par_id,non_missing,n_start,n_end,mean,median,std_dev,mk_stat,norm_mk_stat,mk_p_val,trend,sen_slp,symbol,link
221,Birkenes,BIE01,,Norway,58.3854261264,8.24172113726,1990-2012,1990-2012,ESO4X,23,5,5,62.6175113872,57.5671428571,21.3282476176,-199.0,-5.22927036423,1.70180338266e-07,decreasing,-2.85769642857,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\221_ESO4X_1990-2012.png
221,Birkenes,BIE01,,Norway,58.3854261264,8.24172113726,1990-2012,1990-2012,ESO4_ECl,23,5,5,211.029244306,190.863095238,40.6114437788,-159.0,-4.17285210883,3.008102091e-05,decreasing,-4.45238095238,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\221_ESO4_ECl_1990-2012.png
221,Birkenes,BIE01,,Norway,58.3854261264,8.24172113726,1990-2012,1990-2012,ECa_EMg,23,5,5,67.6985507246,63.6666666667,13.0813605085,-147.0,-3.85592663221,0.000115292065391,decreasing,-1.40196078431,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\221_ECa_EMg_1990-2012.png
221,Birkenes,BIE01,,Norway,58.3854261264,8.24172113726,1990-2012,1990-2012,ECaX_EMgX,23,5,5,36.3477494824,36.5720952381,8.9199763093,-169.0,-4.43695667268,9.12396493535e-06,decreasing,-1.18867063492,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\221_ECaX_EMgX_1990-2012.png
221,Birkenes,BIE01,,Norway,58.3854261264,8.24172113726,1990-2012,1990-2012,ANC,23,5,5,-17.8998890366,-13.2797220895,18.6111778771,193.0,5.07080762592,3.96131038194e-07,increasing,2.57438153634,small_red,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\221_ANC_1990-2012.png
12080,Storgama v. dam,STE01,,Norway,59.0523331551,8.6536063505,1990-2012,1990-2012,TOC,23,5,5,5.42565217391,5.6,0.718627644681,176.0,4.62667314387,3.71586236647e-06,increasing,0.0923076923077,small_red,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12080_TOC_1990-2012.png
12080,Storgama v. dam,STE01,,Norway,59.0523331551,8.6536063505,1990-2012,1990-2012,EH,23,5,5,14.8835040614,13.0316677845,5.68029839966,-205.0,-5.39149504861,6.98738849003e-08,decreasing,-0.687543015713,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12080_EH_1990-2012.png
12080,Storgama v. dam,STE01,,Norway,59.0523331551,8.6536063505,1990-2012,1990-2012,ESO4,23,5,5,33.7182971014,27.3958333333,16.8134350562,-227.0,-5.97850125507,2.25199880965e-09,decreasing,-2.41666666667,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12080_ESO4_1990-2012.png
12080,Storgama v. dam,STE01,,Norway,59.0523331551,8.6536063505,1990-2012,1990-2012,ECl,23,5,5,27.4285714286,27.0,6.63702439082,-65.0,-1.69263212108,0.0905255130144,no trend,-0.357142857143,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12080_ECl_1990-2012.png
12080,Storgama v. dam,STE01,,Norway,59.0523331551,8.6536063505,1990-2012,1990-2012,ENO3,23,5,5,3.53726708075,2.64285714286,2.41431256855,-166.0,-4.35924588233,1.30511407597e-05,decreasing,-0.285714285714,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12080_ENO3_1990-2012.png
12080,Storgama v. dam,STE01,,Norway,59.0523331551,8.6536063505,1990-2012,1990-2012,ESO4X,23,5,5,30.8931542443,25.0562619048,16.4779361027,-227.0,-5.96876314301,2.39058861595e-09,decreasing,-2.37352678571,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12080_ESO4X_1990-2012.png
12080,Storgama v. dam,STE01,,Norway,59.0523331551,8.6536063505,1990-2012,1990-2012,ESO4_ECl,23,5,5,61.14686853,53.3333333333,20.9694511523,-189.0,-4.96516580038,6.86424019625e-07,decreasing,-2.60615079365,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12080_ESO4_ECl_1990-2012.png
12080,Storgama v. dam,STE01,,Norway,59.0523331551,8.6536063505,1990-2012,1990-2012,ECa_EMg,23,5,5,33.6413043478,31.5,4.60500625024,-141.0,-3.70004562159,0.000215560711921,decreasing,-0.490196078431,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12080_ECa_EMg_1990-2012.png
12080,Storgama v. dam,STE01,,Norway,59.0523331551,8.6536063505,1990-2012,1990-2012,ECaX_EMgX,23,5,5,27.250447205,26.4261904762,4.04747859611,-141.0,-3.6974638939,0.000217764180824,decreasing,-0.46120952381,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12080_ECaX_EMgX_1990-2012.png
12080,Storgama v. dam,STE01,,Norway,59.0523331551,8.6536063505,1990-2012,1990-2012,ANC,23,5,5,2.36232339337,6.83064580347,16.485497737,217.0,5.70465857916,1.16576519549e-08,increasing,2.29650350943,small_red,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12080_ANC_1990-2012.png
12081,Kårvatn feltforskningsstasjon,KAE01,,Norway,62.7828833564,8.8934427312,1990-2012,1990-2012,TOC,23,5,5,0.84,0.84,0.0674199862463,35.0,0.900050609805,0.368093318262,no trend,0.00222222222222,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12081_TOC_1990-2012.png
12081,Kårvatn feltforskningsstasjon,KAE01,,Norway,62.7828833564,8.8934427312,1990-2012,1990-2012,EH,23,5,5,0.463532643919,0.457088189615,0.083520412213,-150.0,-3.94664485516,7.92539803098e-05,decreasing,-0.00908394024605,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12081_EH_1990-2012.png
12081,Kårvatn feltforskningsstasjon,KAE01,,Norway,62.7828833564,8.8934427312,1990-2012,1990-2012,ESO4,23,5,5,14.3795289855,14.5833333333,2.96355011463,-179.0,-4.75329067955,2.00132290429e-06,decreasing,-0.384615384615,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12081_ESO4_1990-2012.png
12081,Kårvatn feltforskningsstasjon,KAE01,,Norway,62.7828833564,8.8934427312,1990-2012,1990-2012,ECl,23,5,5,46.4844720497,48.5714285714,7.68666762909,-17.0,-0.424546087518,0.671167601466,no trend,-0.0408163265306,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12081_ECl_1990-2012.png
12081,Kårvatn feltforskningsstasjon,KAE01,,Norway,62.7828833564,8.8934427312,1990-2012,1990-2012,ENO3,23,5,5,1.7701863354,1.78571428571,0.606266182095,-76.0,-1.98332207005,0.0473314657025,decreasing,-0.0496031746032,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12081_ENO3_1990-2012.png
12081,Kårvatn feltforskningsstasjon,KAE01,,Norway,62.7828833564,8.8934427312,1990-2012,1990-2012,ESO4X,23,5,5,9.59162836439,10.0071904762,2.91760951341,-168.0,-4.41208522636,1.0237979547e-05,decreasing,-0.379908424908,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12081_ESO4X_1990-2012.png
12081,Kårvatn feltforskningsstasjon,KAE01,,Norway,62.7828833564,8.8934427312,1990-2012,1990-2012,ESO4_ECl,23,5,5,60.8640010352,62.4583333333,8.75079280663,-70.0,-1.82295736898,0.068309847895,no trend,-0.46056547619,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12081_ESO4_ECl_1990-2012.png
12081,Kårvatn feltforskningsstasjon,KAE01,,Norway,62.7828833564,8.8934427312,1990-2012,1990-2012,ECa_EMg,23,5,5,45.5891304348,44.3333333333,6.37997302307,32.0,0.819009832438,0.41278080381,no trend,0.122549019608,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12081_ECa_EMg_1990-2012.png
12081,Kårvatn feltforskningsstasjon,KAE01,,Norway,62.7828833564,8.8934427312,1990-2012,1990-2012,ECaX_EMgX,23,5,5,34.7582484472,33.5161904762,5.80330771628,57.0,1.47898555756,0.139144174822,no trend,0.208005952381,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12081_ECaX_EMgX_1990-2012.png
12081,Kårvatn feltforskningsstasjon,KAE01,,Norway,62.7828833564,8.8934427312,1990-2012,1990-2012,ANC,23,5,5,36.4698235838,37.1732759994,8.99149627801,89.0,2.32412016188,0.0201190547344,increasing,0.627298667516,small_red,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12081_ANC_1990-2012.png
12082,Dalelv,DALELV,,Norway,69.6847380767,30.3861541427,1990-2012,1990-2012,TOC,23,5,5,3.02086956522,3.1,0.330136515062,123.0,3.23792390417,0.00120402919717,increasing,0.0357142857143,small_red,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12082_TOC_1990-2012.png
12082,Dalelv,DALELV,,Norway,69.6847380767,30.3861541427,1990-2012,1990-2012,EH,23,5,5,0.525956739347,0.489778819368,0.136961552083,-168.0,-4.41516808587,1.00931534097e-05,decreasing,-0.0140049716278,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12082_EH_1990-2012.png
12082,Dalelv,DALELV,,Norway,69.6847380767,30.3861541427,1990-2012,1990-2012,ESO4,23,5,5,94.3387681159,93.5416666667,16.9343037833,-221.0,-5.81435740536,6.08672445779e-09,decreasing,-2.47106481481,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12082_ESO4_1990-2012.png
12082,Dalelv,DALELV,,Norway,69.6847380767,30.3861541427,1990-2012,1990-2012,ECl,23,5,5,162.863354037,162.857142857,11.219308021,-93.0,-2.43315867406,0.0149677400215,decreasing,-0.892857142857,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12082_ECl_1990-2012.png
12082,Dalelv,DALELV,,Norway,69.6847380767,30.3861541427,1990-2012,1990-2012,ENO3,23,5,5,0.737577639752,0.785714285714,0.396910712957,-129.0,-3.3987624761,0.000676914757055,decreasing,-0.0436507936508,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12082_ENO3_1990-2012.png
12082,Dalelv,DALELV,,Norway,69.6847380767,30.3861541427,1990-2012,1990-2012,ESO4X,23,5,5,77.5638426501,78.1528571429,16.425740448,-207.0,-5.44055401531,5.31151318484e-08,decreasing,-2.41436734694,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12082_ESO4X_1990-2012.png
12082,Dalelv,DALELV,,Norway,69.6847380767,30.3861541427,1990-2012,1990-2012,ESO4_ECl,23,5,5,257.202122153,251.148809524,24.2965823087,-183.0,-4.80670306207,1.53439626494e-06,decreasing,-3.36011904762,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12082_ESO4_ECl_1990-2012.png
12082,Dalelv,DALELV,,Norway,69.6847380767,30.3861541427,1990-2012,1990-2012,ECa_EMg,23,5,5,148.862318841,145.333333333,11.915596707,-134.0,-3.51381637788,0.000441718043753,decreasing,-1.125,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12082_ECa_EMg_1990-2012.png
12082,Dalelv,DALELV,,Norway,69.6847380767,30.3861541427,1990-2012,1990-2012,ECaX_EMgX,23,5,5,110.91515735,110.316761905,10.0485012962,-139.0,-3.64464298113,0.000267763242887,decreasing,-1.08491575092,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12082_ECaX_EMgX_1990-2012.png
12082,Dalelv,DALELV,,Norway,69.6847380767,30.3861541427,1990-2012,1990-2012,ANC,23,5,5,55.9844486799,60.4032290174,14.5705553496,133.0,3.48618024282,0.000489970752604,increasing,1.72862141884,small_red,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\12082_ANC_1990-2012.png
23451,Berezinsky Biosphere Reserve,BY01,,Belarus,54.733333,28.35,1990-2012,1996-2010,EH,15,5,5,0.0248785470982,0.021379620895,0.00985732407615,-44.0,-2.13580842577,0.0326950320771,decreasing,-0.00117829091311,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23451_EH_1996-2010.png
23451,Berezinsky Biosphere Reserve,BY01,,Belarus,54.733333,28.35,1990-2012,1996-2010,ESO4,15,5,5,494.851408295,506.25,83.8695806331,-11.0,-0.494871659305,0.620690717075,no trend,-1.5625,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23451_ESO4_1996-2010.png
23451,Berezinsky Biosphere Reserve,BY01,,Belarus,54.733333,28.35,1990-2012,1996-2010,ECl,15,5,5,199.238095238,197.142857143,13.7646467621,47.0,2.33029661042,0.0197904797922,increasing,1.75824175824,small_red,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23451_ECl_1996-2010.png
23451,Berezinsky Biosphere Reserve,BY01,,Belarus,54.733333,28.35,1990-2012,1996-2010,ENO3,15,5,5,58.4523809524,63.5714285714,24.8316733617,41.0,1.97948663722,0.0477612426751,increasing,2.85714285714,small_red,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23451_ENO3_1996-2010.png
23451,Berezinsky Biosphere Reserve,BY01,,Belarus,54.733333,28.35,1990-2012,1996-2010,ESO4X,15,5,5,474.329884485,487.121428571,83.7573738442,-11.0,-0.494871659305,0.620690717075,no trend,-2.08333333333,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23451_ESO4X_1996-2010.png
23451,Berezinsky Biosphere Reserve,BY01,,Belarus,54.733333,28.35,1990-2012,1996-2010,ESO4_ECl,15,5,5,694.089503533,691.964285714,86.1724869687,3.0,0.0989743318611,0.921158650225,no trend,1.10119047619,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23451_ESO4_ECl_1996-2010.png
23451,Berezinsky Biosphere Reserve,BY01,,Belarus,54.733333,28.35,1990-2012,1996-2010,ECa_EMg,15,5,5,3820.88888889,3860.0,215.708611387,33.0,1.58358930978,0.113287208222,no trend,17.2916666667,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23451_ECa_EMg_1996-2010.png
23451,Berezinsky Biosphere Reserve,BY01,,Belarus,54.733333,28.35,1990-2012,1996-2010,ECaX_EMgX,15,5,5,3774.4664127,3816.72857143,215.61058858,31.0,1.48461497792,0.137645845518,no trend,17.2916666667,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23451_ECaX_EMgX_1996-2010.png
23451,Berezinsky Biosphere Reserve,BY01,,Belarus,54.733333,28.35,1990-2012,1996-2010,ANC,15,5,5,3314.00379689,3343.37593566,230.176804647,21.0,0.989743318611,0.322299595872,no trend,19.9664888252,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23451_ANC_1996-2010.png
23452,"Ontario, Algoma Region, Batchawana Lake",CA01,,Canada,47.06,-84.393,1990-2012,1990-2012,Al,23,5,5,97.5569347826,99.95,15.8194025705,-73.0,-1.90155285972,0.0572296357329,no trend,-0.692125,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23452_Al_1990-2012.png
23452,"Ontario, Algoma Region, Batchawana Lake",CA01,,Canada,47.06,-84.393,1990-2012,1990-2012,TOC,23,5,5,4.67560869565,4.6505,0.329279825615,94.0,2.45702949731,0.0140091183386,increasing,0.0222352941176,small_red,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23452_TOC_1990-2012.png
23452,"Ontario, Algoma Region, Batchawana Lake",CA01,,Canada,47.06,-84.393,1990-2012,1990-2012,EH,23,5,5,1.06681570896,1.05925372518,0.26617434645,-16.0,-0.396942093019,0.691410162941,no trend,-0.00326416652433,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23452_EH_1990-2012.png
23452,"Ontario, Algoma Region, Batchawana Lake",CA01,,Canada,47.06,-84.393,1990-2012,1990-2012,ESO4,23,5,5,90.9478703537,95.2083333333,13.9490066701,-191.0,-5.01798671315,5.22157873606e-07,decreasing,-1.78745119863,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23452_ESO4_1990-2012.png
23452,"Ontario, Algoma Region, Batchawana Lake",CA01,,Canada,47.06,-84.393,1990-2012,1990-2012,ECl,23,5,5,7.38028183398,8.55714285714,2.05408136653,-94.0,-2.45702949731,0.0140091183386,decreasing,-0.175587654545,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23452_ECl_1990-2012.png
23452,"Ontario, Algoma Region, Batchawana Lake",CA01,,Canada,47.06,-84.393,1990-2012,1990-2012,ENO3,23,5,5,10.9906832298,9.78571428571,4.11408528709,-68.0,-1.77011802495,0.0767074814315,no trend,-0.184523809524,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23452_ENO3_1990-2012.png
23452,"Ontario, Algoma Region, Batchawana Lake",CA01,,Canada,47.06,-84.393,1990-2012,1990-2012,ESO4X,23,5,5,90.1877013248,94.2901619048,13.7885028865,-195.0,-5.12362853869,2.99711161222e-07,decreasing,-1.77848359788,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23452_ESO4X_1990-2012.png
23452,"Ontario, Algoma Region, Batchawana Lake",CA01,,Canada,47.06,-84.393,1990-2012,1990-2012,ESO4_ECl,23,5,5,98.3281521877,104.017857143,15.5708599834,-159.0,-4.17285210883,3.008102091e-05,decreasing,-1.8205026455,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23452_ESO4_ECl_1990-2012.png
23452,"Ontario, Algoma Region, Batchawana Lake",CA01,,Canada,47.06,-84.393,1990-2012,1990-2012,ECa_EMg,23,5,5,144.510791667,141.655416667,9.18988257155,-55.0,-1.42616464479,0.153820822392,no trend,-0.446916666667,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23452_ECa_EMg_1990-2012.png
23452,"Ontario, Algoma Region, Batchawana Lake",CA01,,Canada,47.06,-84.393,1990-2012,1990-2012,ECaX_EMgX,23,5,5,142.791185999,139.458559524,9.10691920254,-57.0,-1.47898555756,0.139144174822,no trend,-0.432324829932,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23452_ECaX_EMgX_1990-2012.png
23452,"Ontario, Algoma Region, Batchawana Lake",CA01,,Canada,47.06,-84.393,1990-2012,1990-2012,ANC,23,5,5,65.2235340932,60.1250637044,16.6582044603,125.0,3.27489659174,0.00105700657409,increasing,1.80703706047,small_red,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23452_ANC_1990-2012.png
23453,"Ontario, Algoma Region, Wishart Lake",CA02,,Canada,47.041,-84.402,1990-2012,1990-2012,Al,23,5,5,62.1791304348,65.0,12.1173249985,12.0,0.290616392156,0.771344721815,no trend,0.1775,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23453_Al_1990-2012.png
23453,"Ontario, Algoma Region, Wishart Lake",CA02,,Canada,47.041,-84.402,1990-2012,1990-2012,TOC,23,5,5,3.57702173913,3.5175,0.247619965336,38.0,0.977527864523,0.328307889797,no trend,0.00753846153846,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23453_TOC_1990-2012.png
23453,"Ontario, Algoma Region, Wishart Lake",CA02,,Canada,47.041,-84.402,1990-2012,1990-2012,EH,23,5,5,0.247037751438,0.242661009508,0.0404913092363,-24.0,-0.608502518466,0.542854236135,no trend,-0.00129482699881,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23453_EH_1990-2012.png
23453,"Ontario, Algoma Region, Wishart Lake",CA02,,Canada,47.041,-84.402,1990-2012,1990-2012,ESO4,23,5,5,97.0888357097,98.4375,11.2938852543,-153.0,-4.01719238916,5.88956399366e-05,decreasing,-1.33060425944,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23453_ESO4_1990-2012.png
23453,"Ontario, Algoma Region, Wishart Lake",CA02,,Canada,47.041,-84.402,1990-2012,1990-2012,ECl,23,5,5,6.93850643831,7.87142857143,1.71320129623,-119.0,-3.11860988106,0.00181706374339,decreasing,-0.157142857143,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23453_ECl_1990-2012.png
23453,"Ontario, Algoma Region, Wishart Lake",CA02,,Canada,47.041,-84.402,1990-2012,1990-2012,ENO3,23,5,5,27.3618012422,25.4285714286,6.50508492723,-4.0,-0.0792590160424,0.936826604166,no trend,-0.0127551020408,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23453_ENO3_1990-2012.png
23453,"Ontario, Algoma Region, Wishart Lake",CA02,,Canada,47.041,-84.402,1990-2012,1990-2012,ESO4X,23,5,5,96.3741695466,97.5943714286,11.1725875809,-146.0,-3.83085244205,0.000127700074083,decreasing,-1.32503294341,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23453_ESO4X_1990-2012.png
23453,"Ontario, Algoma Region, Wishart Lake",CA02,,Canada,47.041,-84.402,1990-2012,1990-2012,ESO4_ECl,23,5,5,104.027342148,105.389285714,12.5398084228,-140.0,-3.67233440997,0.000240344886165,decreasing,-1.48040067239,small_green,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23453_ESO4_ECl_1990-2012.png
23453,"Ontario, Algoma Region, Wishart Lake",CA02,,Canada,47.041,-84.402,1990-2012,1990-2012,ECa_EMg,23,5,5,208.918289855,210.103333333,11.1604693909,11.0,0.26410456385,0.791699347272,no trend,0.15087962963,small_yellow,http://77.104.141.195/~icpwater/wp-content/core_plots/trends_plots_1990-2012\23453_ECa_EMg_1990-2012.png
